"ASSESSMENT","RECORD_ID","STREAM_LAK","STREAM_NAM","LAKE_NAME","BEACH_NAME","LLID_STREA","LLID_STR_1","LLID_LAKE","EPA_BEACH_","SEGMENT_ID","HUC_4TH_CO","HUC_4TH_NA","HUC_3RD_NA","MILES","RM1","RM2","SEGMENT_MI","POLLUTANT","POLLUTANT_","SEASON","SEASON_ID","ASSESSME_1","ASSESSME_2","ACTION","ACTION_ID","NUMERIC_CR","AFFECTED_U","LISTING_ST","STATUS_ID","PREVIOUS_S","PREVIOUS_A","LISTING_YE","TMDL_INFO","CRITERIA","COMMENTS","SUMMARY","Shape_Leng","PlanName"
11236,851,"Little Fly Creek","Little Fly Creek",NA,NA,1184665451210,1184665451210,0,NA,458,"17060104","Upper Grande Ronde","Lower Snake","0 to 7.2",0,7.2,7.2,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",37896.4949485,"Upper Grande Ronde"
11250,1173,"Gekeler Slough","Gekeler Slough",NA,NA,1179543452770,1179543452770,0,NA,288,"17060104","Upper Grande Ronde","Lower Snake","7.7 to 9.8",7.7,9.8,2.1,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",10989.000525,"Upper Grande Ronde"
11239,1074,"Lookingglass Creek","Lookingglass Creek",NA,NA,1178423457070,1178423457070,0,NA,3069,"17060104","Upper Grande Ronde","Lower Snake","0 to 11.1",0,11.1,11.1,"Sedimentation",11,"Undefined",72,2002,"2002/08/01","No action",21,5,"Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",57742.271558,"Upper Grande Ronde"
11261,1063,"South Fork Catherine Creek","South Fork Catherine Creek",NA,NA,1176472451200,1176472451200,0,NA,222,"17060104","Upper Grande Ronde","Lower Snake","5.2 to 8.3",5.2,8.3,3.1,"Sedimentation",11,"Undefined",72,2002,"2002/08/01","No action",21,5,"Resident fish and aquatic life; Salmonid fish spawning; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",16400.8324779,"Upper Grande Ronde"
11259,1049,"Sheep  Creek","Sheep  Creek",NA,NA,1183955450950,1183955450950,0,NA,420,"17060104","Upper Grande Ronde","Lower Snake","5.1 to 10.8",5.1,10.8,5.7,"Sedimentation",11,"Undefined",72,2002,"2002/08/01","No action",21,5,"Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",29746.2750392,"Upper Grande Ronde"
11254,1060,"North Fork Catherine Creek","North Fork Catherine Creek",NA,NA,1176472451200,1176472451200,0,NA,223,"17060104","Upper Grande Ronde","Lower Snake","0 to 2.8",0,2.8,2.8,"Sedimentation",11,"Undefined",72,2002,"2002/08/01","No action",21,5,"Resident fish and aquatic life; Salmonid fish spawning; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",14671.7189718,"Upper Grande Ronde"
11262,861,"South Fork Limber Jim Creek","South Fork Limber Jim Creek",NA,NA,1183351450940,1183351450940,0,NA,386,"17060104","Upper Grande Ronde","Lower Snake","0 to 2.8",0,2.8,2.8,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",14647.7344412,"Upper Grande Ronde"
11226,1190,"Grande Ronde River","Grande Ronde River",NA,NA,1169845460720,1169845460720,0,NA,75,"17060104","Upper Grande Ronde","Lower Snake","193.4 to 196.2",193.4,196.2,2.8,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,20,"Salmonid fish spawning; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Bull Trout: 10.0 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",14564.4195341,"Upper Grande Ronde"
11205,838,"Chicken Creek","Chicken Creek",NA,NA,1183955450950,1183955450950,0,NA,417,"17060104","Upper Grande Ronde","Lower Snake","0 to 2.4",0,2.4,2.4,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",12539.2624399,"Upper Grande Ronde"
11228,854,"Indiana Creek","Indiana Creek",NA,NA,1183863450240,1183863450240,0,NA,406,"17060104","Upper Grande Ronde","Lower Snake","0 to 2.1",0,2.1,2.1,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,20,"Salmonid fish rearing; Salmonid fish spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Bull Trout: 10.0 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",10932.5399032,"Upper Grande Ronde"
11231,859,"Lick Creek","Lick Creek",NA,NA,1176321451300,1176321451300,0,NA,217,"17060104","Upper Grande Ronde","Lower Snake","0 to 4",0,4,4,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",21095.5382779,"Upper Grande Ronde"
11237,1041,"Little Fly Creek","Little Fly Creek",NA,NA,1184665451210,1184665451210,0,NA,458,"17060104","Upper Grande Ronde","Lower Snake","0 to 7.2",0,7.2,7.2,"Sedimentation",11,"Undefined",72,2002,"2002/08/01","No action",21,5,"Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",37896.4949485,"Upper Grande Ronde"
11242,1046,"Lookout Creek","Lookout Creek",NA,NA,1184763451090,1184763451090,0,NA,460,"17060104","Upper Grande Ronde","Lower Snake","0 to 6",0,6,6,"Sedimentation",11,"Undefined",72,2002,"2002/08/01","No action",21,5,"Salmonid fish spawning; Salmonid fish rearing; Resident fish and aquatic life","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",31545.7279787,"Upper Grande Ronde"
11206,1056,"Chicken Creek","Chicken Creek",NA,NA,1183955450950,1183955450950,0,NA,417,"17060104","Upper Grande Ronde","Lower Snake","0 to 2.4",0,2.4,2.4,"Sedimentation",11,"Undefined",72,2002,"2002/08/01","No action",21,5,"Salmonid fish rearing; Salmonid fish spawning; Resident fish and aquatic life","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",12539.2624399,"Upper Grande Ronde"
11204,837,"Catherine Creek","Catherine Creek",NA,NA,1178722453140,1178722453140,0,NA,265,"17060104","Upper Grande Ronde","Lower Snake","11.7 to 31.3",11.7,31.3,19.6,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,20,"Salmonid fish spawning; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Bull Trout: 10.0 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",102351.417809,"Upper Grande Ronde"
11266,1179,"State Ditch","State Ditch",NA,NA,1179309454080,1179309454080,0,NA,281,"17060104","Upper Grande Ronde","Lower Snake","0 to 4.4",0,4.4,4.4,"Phosphorus",12708,"Summer",1,2002,"2002/08/01","No action",21,3,"Aesthetics","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",23197.4976182,"Upper Grande Ronde"
11200,930,"Catherine Creek","Catherine Creek",NA,NA,1178722453140,1178722453140,0,NA,264,"17060104","Upper Grande Ronde","Lower Snake","0 to 11.7",0,11.7,11.7,"Dissolved Oxygen",6,"June 1 - September 30",30,2002,"2002/08/01","No action",21,7,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Cold water: Not less than 8.0 mg/l or 90% of saturation",NA,"Previous Data:  USEPA Approval date: 5/3/2000",59389.8093753,"Upper Grande Ronde"
11196,831,"Beaver Creek","Beaver Creek",NA,NA,1183602452680,1183602452680,0,NA,391,"17060104","Upper Grande Ronde","Lower Snake","0 to 13.5",0,13.5,13.5,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",70369.208289,"Upper Grande Ronde"
11331,880,"Spring Creek","Spring Creek",NA,NA,1182599453220,1182599453220,0,NA,356,"17060104","Upper Grande Ronde","Lower Snake","0 to 2.8",0,2.8,2.8,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval Date: 5/3/2000",14817.1895328,"Upper Grande Ronde"
11212,1182,"East Sheep Creek","East Sheep Creek",NA,NA,1184751450260,1184751450260,0,NA,459,"17060104","Upper Grande Ronde","Lower Snake","0 to 6.7",0,6.7,6.7,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",35132.4560065,"Upper Grande Ronde"
11241,862,"Lookout Creek","Lookout Creek",NA,NA,1184763451090,1184763451090,0,NA,460,"17060104","Upper Grande Ronde","Lower Snake","0 to 6",0,6,6,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",31545.7279787,"Upper Grande Ronde"
11263,882,"State Ditch","State Ditch",NA,NA,1179309454080,1179309454080,0,NA,281,"17060104","Upper Grande Ronde","Lower Snake","0 to 4.4",0,4.4,4.4,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",23197.4976182,"Upper Grande Ronde"
11252,1048,"Mottet Creek","Mottet Creek",NA,NA,1178873457670,1178873457670,0,NA,267,"17060104","Upper Grande Ronde","Lower Snake","0 to 10.3",0,10.3,10.3,"Sedimentation",11,"Undefined",72,2002,"2002/08/01","No action",21,5,"Salmonid fish rearing; Resident fish and aquatic life; Salmonid fish spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",53918.1099928,"Upper Grande Ronde"
11235,1057,"Little Catherine Creek","Little Catherine Creek",NA,NA,1177205451400,1177205451400,0,NA,235,"17060104","Upper Grande Ronde","Lower Snake","0 to 8.6",0,8.6,8.6,"Sedimentation",11,"Undefined",72,2002,"2002/08/01","No action",21,5,"Salmonid fish spawning; Salmonid fish rearing; Resident fish and aquatic life","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",45235.7099491,"Upper Grande Ronde"
11251,870,"Mottet Creek","Mottet Creek",NA,NA,1178873457670,1178873457670,0,NA,267,"17060104","Upper Grande Ronde","Lower Snake","0 to 10.3",0,10.3,10.3,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",53918.1099928,"Upper Grande Ronde"
11222,1012,"Grande Ronde River","Grande Ronde River",NA,NA,1169845460720,1169845460720,0,NA,73,"17060104","Upper Grande Ronde","Lower Snake","80.7 to 162.4",80.7,162.4,81.7,"Phosphorus",12708,"Summer",1,2002,"2002/08/01","No action",21,3,"Aesthetics","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",424656.266924,"Upper Grande Ronde"
11260,835,"South Fork Catherine Creek","South Fork Catherine Creek",NA,NA,1176472451200,1176472451200,0,NA,222,"17060104","Upper Grande Ronde","Lower Snake","5.2 to 8.3",5.2,8.3,3.1,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,20,"Salmonid fish spawning; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Bull Trout: 10.0 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",16400.8324779,"Upper Grande Ronde"
11217,1055,"Grande Ronde River","Grande Ronde River",NA,NA,1169845460720,1169845460720,0,NA,74,"17060104","Upper Grande Ronde","Lower Snake","162.4 to 200.6",162.4,200.6,38.2,"Sedimentation",11,"Undefined",72,2002,"2002/08/01","No action",21,5,"Resident fish and aquatic life; Salmonid fish spawning; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",198572.813734,"Upper Grande Ronde"
11267,884,"Waucup Creek","Waucup Creek",NA,NA,1186192452930,1186192452930,0,NA,524,"17060104","Upper Grande Ronde","Lower Snake","0 to 6.9",0,6.9,6.9,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",36386.9497172,"Upper Grande Ronde"
11232,860,"Limber Jim Creek","Limber Jim Creek",NA,NA,1183437450890,1183437450890,0,NA,387,"17060104","Upper Grande Ronde","Lower Snake","0 to 5",0,5,5,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",26247.6215218,"Upper Grande Ronde"
11229,857,"Jarboe Creek","Jarboe Creek",NA,NA,1178648457310,1178648457310,0,NA,259,"17060104","Upper Grande Ronde","Lower Snake","0 to 8.3",0,8.3,8.3,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",43172.6768173,"Upper Grande Ronde"
11195,830,"Bear Creek","Bear Creek",NA,NA,1184992452610,1184992452610,0,NA,469,"17060104","Upper Grande Ronde","Lower Snake","0 to 7.7",0,7.7,7.7,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",40526.7907084,"Upper Grande Ronde"
11211,1037,"Dark Canyon","Dark Canyon",NA,NA,1183821452720,1183821452720,0,NA,405,"17060104","Upper Grande Ronde","Lower Snake","0 to 9.6",0,9.6,9.6,"Sedimentation",11,"Undefined",72,2002,"2002/08/01","No action",21,5,"Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",50137.8368363,"Upper Grande Ronde"
11199,836,"Catherine Creek","Catherine Creek",NA,NA,1178722453140,1178722453140,0,NA,264,"17060104","Upper Grande Ronde","Lower Snake","0 to 11.7",0,11.7,11.7,"Temperature",12,"Summer",1,2002,"2002/08/01","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  USEPA Approval date: 5/3/2000",59389.8093753,"Upper Grande Ronde"
11245,1040,"McIntyre Creek","McIntyre Creek",NA,NA,1184212452700,1184212452700,0,NA,435,"17060104","Upper Grande Ronde","Lower Snake","0 to 7.3",0,7.3,7.3,"Sedimentation",11,"Undefined",72,2002,"2002/08/01","No action",21,5,"Salmonid fish rearing; Resident fish and aquatic life; Salmonid fish spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  USEPA Approval date: 5/3/2000",38335.7870808,"Upper Grande Ronde"
16639,1162,"Meadow Creek","Meadow Creek",NA,NA,1183775452640,1183775452640,0,NA,403,"17060104","Upper Grande Ronde","Lower Snake","0 to 23.5",0,23.5,23.5,"pH",10,"Summer",1,2004,"2006/01/31","No action",21,28,"Resident fish and aquatic life; Anadromous fish passage; Salmonid fish rearing; Water contact recreation; Salmonid fish spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: No status change","Previous Assessment Year: 2004",NA,"pH 6.5 to 9.0",NA,"Previous Data:  TMDL Approved: 5/3/2000",122842.660751,"Upper Grande Ronde"
14159,12480,"Lookout Creek","Lookout Creek",NA,NA,1184763451090,1184763451090,0,NA,12021,"17060104","Upper Grande Ronde","Lower Snake","0.6 to 6",0.6,6,5.4,"Dissolved Oxygen",6,"September 1 - June 15",49,2004,"2005/04/11","No action",21,4,"Bull trout spawning and juvenile rearing; Resident trout spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: No status change","Previous Assessment Year: 2004",NA,"Spawning: Not less than 11.0 mg/L or 95% of saturation",NA,"Previous Data:  TMDL Approved: 5/3/2000",28414.9065404,"Upper Grande Ronde"
14444,11817,"Dark Canyon","Dark Canyon",NA,NA,1183821452720,1183821452720,0,NA,405,"17060104","Upper Grande Ronde","Lower Snake","0 to 9.6",0,9.6,9.6,"Dissolved Oxygen",6,"Year Round (Non-spawning)",71,2004,"2005/04/11","No action",21,7,"Cold-water aquatic life","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: No status change","Previous Assessment Year: 2004",NA,"Cold water: Not less than 8.0 mg/l or 90% of saturation",NA,"Previous Data:  TMDL Approved: 5/3/2000",50137.8368363,"Upper Grande Ronde"
14446,12499,"Lookout Creek","Lookout Creek",NA,NA,1184763451090,1184763451090,0,NA,460,"17060104","Upper Grande Ronde","Lower Snake","0 to 6",0,6,6,"Dissolved Oxygen",6,"Year Round (Non-spawning)",71,2004,"2005/04/11","No action",21,7,"Cold-water aquatic life","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: No status change","Previous Assessment Year: 2004",NA,"Cold water: Not less than 8.0 mg/l or 90% of saturation",NA,"Previous Data:  TMDL Approved: 5/3/2000",31545.7279787,"Upper Grande Ronde"
27668,1351,"Deer Creek","Deer Creek",NA,NA,1195272441920,1195272441920,0,NA,747,"17070201","Upper John Day","John Day","0 to 11.9",0,11.9,11.9,"Temperature",12,"Summer",1,2010,"2011/03/11","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>","Rearing: 17.8 C",NA,"Previous Data: 
BLM Data (3 Sites: 1/8 mile above mouth; 2/5 mile above mouth; at Forest Service Boundary): 7 day average of daily maximums of nd/63.2/nd; 72.3/63.3/71.4; and nd/nd/70.7 exceeding temperature standard (64) in 1992/1993/1994 respectively.",61868.0720633,"Upper Mainstem and South Fork John Day River"
28048,24448,"John Day River","John Day River",NA,NA,1206499457320,1206499457320,0,NA,8320,"17070201","Upper John Day","John Day","182 to 243.7",182,243.7,61.7,"Dissolved Oxygen",6,"January 1 - May 15",41,2010,"2013/01/29","No action",21,4,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010",NA,"Spawning: Not less than 11.0 mg/L or 95% of saturation",NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Four exceedences of the spawning criteria  out of 31 days of sampling between 2/24/99 and 4/7/11 at LASAR station 11479, John Day River upstream of Dayville. Three exceedences of the spawning criteria",325367.744528,"Upper Mainstem and South Fork John Day River"
27762,11877,"John Day River","John Day River",NA,NA,1206499457320,1206499457320,0,NA,8320,"17070201","Upper John Day","John Day","182 to 243.7",182,243.7,61.7,"Dissolved Oxygen",6,"Year Round (Non-spawning)",71,2010,"2011/03/11","No action",21,8,"Cool-water aquatic life","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>","Cool water: Not less than 6.5 mg/l",NA,"2004 Data: 
[DEQ/ODA - Salem] LASAR 11479 River Mile 212.3: From 6/15/1994 to 12/11/2003, 3 out of 40 samples (8%) < 6.5 mg/l and applicable % saturation.  Adequate information exists to show that dissolved oxygen falls below 6.5 mg/L as a 30-day mean m",325367.744528,"Upper Mainstem and South Fork John Day River"
